Age,Gender,Region,Customer Type,Tenure Type,Meter Type,Tariff Type,Contract Length (months),Payment Plan,Late Payments,Average Payment Delay (days),Direct Debit,Calls Last Month,Complaints Last Year,App Logins,Portal Logins,Email Clicks,Promotions Accepted,Campaigns Responded,Average Monthly Usage,High Usage Flag,Electricity 3M Avg,Gas 3M Avg,Total 3M Avg,Usage Change %,elec_avg,elec_std,elec_trend,gas_avg,gas_std,gas_trend,bill_avg,bill_std,bill_trend
59,Male,England,Domestic,Long-term,Standard,Standard,36,Monthly,2,7.684458741988855,0,0,0,6.0,9.0,4.0,0,0,393.04951063944645,1,235.14878791681045,181.1396274065064,416.2884153233168,-0.4452892691660102,244.28992956844624,39.65893159953014,-5.259510113032749,148.75958107100018,51.42926067504855,-5.683676758562203,45.17782766227241,10.892477064295363,-1.520522307955263
28,Female,Scotland,Commercial,Long-term,Standard,Fixed,36,Monthly,1,0.079152146239712,0,2,1,6.0,8.0,2.0,0,1,399.1297770718313,1,316.0914092679879,153.04514055259284,469.1365498205808,0.059085273429472,256.28562146986314,53.76239536584902,12.51889245264989,142.8441556019682,44.63996439706419,-5.38239992427114,59.8867653873877,8.334425362978525,0.908718870156185
45,Male,England,Commercial,New,Standard,Business,36,Monthly,1,3.369465827333092,1,0,0,6.0,9.0,2.0,1,0,418.4563206884741,1,338.35276306438215,137.49616024170334,475.8489233060855,0.2207071507315076,265.1461623547494,70.62589893339049,18.814451473408607,153.31015833372473,54.632471951511945,-3.215186145703789,64.49055220197327,15.331302240786345,3.168040318165802
18,Male,England,Domestic,Long-term,Standard,Green,12,Quarterly,0,4.758842595432508,0,3,0,5.0,6.0,5.0,1,0,414.6370505647582,1,281.29739181790086,179.57905175558372,460.8764435734846,-0.2191372051229919,245.85389700690158,46.4682310067662,3.6161753925053275,168.78315355785665,34.9143658232138,-0.32950668369069935,52.65390560865387,10.476397567393414,0.4987866813980304
79,Male,Scotland,Domestic,New,Smart,Economy 7,36,Monthly,0,1.1322910677560114,0,0,0,1.0,8.0,4.0,0,0,397.2931149744553,1,271.81520237017594,134.46438090057583,406.2795832707518,0.7300561526070435,246.65670003812116,60.844523763013534,16.29248197009736,150.63641493633406,40.29237218243462,4.335757339967333,44.83285138610764,9.611480897547608,2.206000621822861
30,Male,England,Domestic,New,Standard,Economy 7,12,Monthly,1,1.920946981153277,1,1,0,4.0,3.0,3.0,0,0,404.29050979423545,1,310.43675923636687,146.46761515923592,456.9043743956028,0.1154425974675286,248.23166615830027,44.55819344846049,8.782079449138621,156.05884363593518,41.835908685601645,-7.956863090550645,45.832373359281426,7.152192095202619,1.1334117931452665
28,Male,England,Domestic,Long-term,Smart,Economy 7,24,Monthly,1,4.087944539825325,0,0,2,2.0,12.0,3.0,0,2,366.0964914140712,1,299.4634425426029,94.7933688172855,394.2568113598884,-0.1065566704567498,237.87598317407188,51.4398858031389,12.795839859018553,128.2205082399993,41.72885784656314,-9.669001372249635,40.4746933892968,9.720148829394978,2.2101308167495106
40,Female,England,Domestic,New,Standard,Standard,12,Monthly,1,3.4403475762403093,0,2,0,3.0,7.0,0.0,1,1,429.5059355287863,1,284.0080283904853,183.84365664696125,467.8516850374466,0.0213810672976044,272.02950734354823,43.83521642483558,2.9624286468215204,157.47642818523823,34.587331125746786,5.285356762329108,50.61355743183605,11.269403115748872,1.0989353629358347
47,Female,England,Domestic,Long-term,Standard,Standard,24,Quarterly,0,3.930956712118638,1,0,0,7.0,6.0,1.0,1,0,420.4663010962197,1,324.0933995149378,159.28660734974503,483.38000686468285,-0.0497440458842867,278.3968257096228,43.46714538311307,4.697675846733706,142.06947538659688,38.550170091058334,-1.593392036023767,49.49915577655789,6.797311694556423,0.47006372191724793
39,Male,England,Domestic,Long-term,Smart,Standard,24,Monthly,0,0.9048990449029805,1,2,2,8.0,6.0,1.0,0,2,385.3999741753032,1,225.13548075929637,199.8834234030218,425.0189041623181,0.8522831351970914,211.4165995430221,52.0487259240013,5.620213620641393,173.9833746322811,56.198191980753364,8.183949880707507,41.91156484355704,11.336518291241013,1.47930319730791
43,Male,England,Domestic,Long-term,Smart,Economy 7,24,Quarterly,0,2.3616113490445603,1,1,0,9.0,3.0,0.0,1,0,394.98597130166985,1,287.9716763291538,160.34701360674111,448.3186899358949,-0.0836824174344441,247.00191505881324,46.842879084098655,6.952867383088264,147.9840562428567,30.238346154779542,-2.461307690894733,43.873073858822806,6.204268464413863,0.39958108190335584
30,Male,Scotland,Domestic,New,Smart,Economy 7,24,Monthly,0,1.6390157889837518,0,0,0,4.0,11.0,2.0,0,2,411.2792027697005,1,265.0409045917295,143.21504226088163,408.2559468526112,-0.0482535724155848,254.10051842354588,55.253740464667004,7.650061392174208,157.17868434615465,52.198184558991976,-4.396389571684219,43.98041366606406,10.869292597420271,0.18080936287396232
59,Male,England,Domestic,Long-term,Smart,Green,36,Quarterly,1,2.31116641906564,1,1,2,5.0,9.0,1.0,1,1,386.6267434853035,1,257.87902974633926,162.0943953786469,419.9734251249862,0.2724239685005096,246.72708864491221,58.41075306828746,10.056626203091902,139.89965484039135,44.82132093335544,0.9044919814624616,48.79426963945309,8.456391814333104,1.5198118890328787
48,Male,Scotland,Commercial,New,Smart,Business,36,Monthly,0,4.797201816070902,0,12,0,8.0,6.0,2.0,1,2,424.3968964786847,1,330.9052870830242,157.4997811155661,488.40506819859024,0.0496454261160831,279.75673261338557,45.002650273405465,6.236153834973777,144.6401638652992,24.5414193066694,-2.4320093960357694,67.66079376545622,10.4336291005747,1.7414060025556586
42,Female,England,Domestic,New,Standard,Green,24,Monthly,0,0.4386998691000248,1,7,0,3.0,11.0,2.0,0,0,392.5622304431475,1,269.9384421104058,140.88750669926,410.82594880966576,-0.1067508951884952,252.75295624413582,47.651710922862485,-12.052910163899822,139.80927419901164,57.844626863507536,6.59526938704659,53.00872534057368,8.59312175885588,-1.3859704958972587
40,Male,England,Commercial,Long-term,Standard,Business,24,Monthly,0,2.6883241341723685,1,1,1,9.0,6.0,2.0,0,2,363.926741735829,1,229.8298117211059,144.39688941677915,374.226701137885,-0.144619195211628,217.180765386957,44.38335796236094,-0.878635370607477,146.745976348872,26.651512487567214,-2.409347012225864,54.39983059767328,9.827897003033716,-0.7514556997854772
34,Female,England,Domestic,Long-term,Standard,Standard,12,Monthly,0,2.135322329621119,1,0,0,2.0,8.0,4.0,0,1,420.6300110060268,1,275.81076182310994,146.27794955831743,422.0887113814274,0.2668558165385148,261.97951015124244,37.00544948056858,5.301604400945667,158.65050085478433,38.92762592028525,-6.76320369880521,48.17060613459796,7.8586153090278055,-0.14461315620707313
39,Other,England,Domestic,Long-term,Standard,Standard,24,Monthly,0,-0.5202808267383152,1,0,1,6.0,7.0,3.0,0,3,367.44421557681,1,267.8384970277461,165.97903217956585,433.817529207312,0.3966904174299478,221.8251418343581,58.38949759447051,15.944359177834867,145.6190737424519,27.229099841548678,6.587158300290338,43.05891301488021,12.741383204634207,2.7602912930310497
36,Male,Wales,Domestic,New,Standard,Green,12,Monthly,2,3.3746022310636428,1,2,1,5.0,4.0,4.0,1,1,430.0602664250701,1,315.8904143209234,132.29428650696215,448.1847008278856,0.2643126663056258,282.42423385761066,44.14545660918511,11.883059733646611,147.63603256745952,24.459417677474676,-4.768072359637286,58.324075048174414,7.305586181546457,1.4334364055475861
35,Male,Scotland,Domestic,Long-term,Smart,Economy 7,12,Quarterly,0,4.690575583644113,0,0,0,3.0,5.0,2.0,0,1,409.69302218071374,1,314.1200653344445,175.3657828438448,489.4858481782893,0.0709439631903243,256.37292884263434,53.52398057448883,2.9421969655439284,153.32009333807935,45.77513443727265,9.904399193910546,44.74685682692413,6.9062478426650165,0.465326141498171
23,Female,England,Domestic,New,Standard,Green,12,Monthly,0,4.58131822632022,0,1,1,4.0,8.0,5.0,1,3,452.1908359740141,1,285.68257839875724,198.35042966690256,484.0330080656598,-0.0135309578910293,293.38856685408456,37.53507236132511,-4.53844383364532,158.80226911992963,53.02419503031606,7.790936344514268,59.22535601862248,7.130203800890765,0.4279381347773068
44,Female,England,Domestic,New,Smart,Green,12,Monthly,1,2.792755017109572,0,1,0,3.0,7.0,3.0,0,2,408.2984138861552,1,244.8155471127344,143.99647468182113,388.8120217945555,0.1426437989984902,261.3374646617385,42.87748682611605,0.4963365037135645,146.96094922441668,47.59064320092836,6.463779342335967,53.84624961779744,9.909809984107033,0.734817985217676
21,Female,England,Domestic,Long-term,Smart,Economy 7,36,Quarterly,2,6.67114201236093,0,0,0,8.0,8.0,3.0,0,1,411.60599802574,1,290.63435529328007,144.82542842236992,435.45978371565,0.3965686403729858,266.8223807092564,58.98873856486065,12.786296827336377,144.7836173164836,39.313192663812124,3.257515543725184,45.553295716001024,7.241370105661335,1.1141066400057917
40,Female,England,Domestic,Long-term,Standard,Green,36,Monthly,0,4.9996854862855775,0,1,0,4.0,2.0,7.0,0,0,404.1184335577352,1,273.61045649997993,185.35408899577783,458.96454549575776,0.3475886169005202,261.1608017501605,26.723973252153307,6.806018008525161,142.95763180757473,63.55155664298259,1.4183751336445647,53.88240096956064,8.633324714730346,2.4752582676344543
75,Male,England,Domestic,Long-term,Standard,Standard,12,Monthly,0,1.9751735564302468,1,8,0,5.0,8.0,3.0,1,1,412.8403203861185,1,241.8900790154822,162.02539829347282,403.915477308955,-0.0750524529059223,260.5565781066551,36.12248772478384,-1.0785723394120958,152.28374227946333,64.0805484534501,3.1810664300971805,51.93260728438559,7.150474283535397,-0.8304004159449376
55,Male,England,Domestic,Long-term,Smart,Green,12,Monthly,2,2.949512205667948,1,1,0,8.0,6.0,4.0,0,0,405.4218182880136,1,357.3718736131036,131.78040381097435,489.152277424078,0.0417906529916989,274.8759323396255,53.89774121861255,11.043763614392335,130.54588594838816,21.401974851423905,2.523194636190864,55.98606793274397,9.914724763271854,2.2140053720847224
41,Male,Wales,Commercial,Long-term,Standard,Business,36,Monthly,0,3.31002516978314,1,1,0,2.0,5.0,,0,0,376.3304016588925,1,251.08456879724,134.62669560248,385.71126439972,0.603543447874645,237.33524996036962,68.33706597638755,15.26841241554012,138.99515169852287,39.0875920719795,-0.2817645333808462,59.9179320354516,13.451663252609773,3.0631862898288955
18,Male,Wales,Commercial,New,Standard,Business,36,Monthly,1,1.716403615254479,0,1,0,4.0,8.0,2.0,0,2,376.446389927382,1,275.1098179058096,146.86321547723423,421.9730333830439,0.4054032382683111,235.08036579477695,44.256946727946,7.912028236686018,141.36602413260502,34.705254402045334,-0.8471937026527004,59.53208730562469,11.473310933205624,2.703775124689574
18,Male,England,Commercial,Long-term,Smart,Fixed,24,Monthly,0,0.661943167766901,1,0,2,4.0,10.0,3.0,0,2,409.7729307245461,1,274.30523908210245,148.25389174773997,422.5591308298424,0.1590345485044782,268.74597077989796,31.296285109316706,9.592668946117358,141.0269599446482,37.132555669732206,2.1239109298117516,59.20514822685579,7.866426074209186,2.3591823796644644
69,Female,Wales,Domestic,New,Standard,Green,24,Monthly,0,3.229706000705236,1,2,0,,6.0,2.0,1,1,361.24319273918377,1,252.38408373226267,131.1846429571207,383.56872668938337,0.0952068016805023,218.61610248912277,41.159659639315684,9.067669598143768,142.62709025006106,40.62119614798818,-1.856428393560182,44.99981426067794,7.9096082739571125,0.5747783545341172
50,Female,England,Domestic,Long-term,Smart,Economy 7,24,Quarterly,0,6.154811487827038,1,1,0,8.0,10.0,0.0,0,2,390.0885787176711,1,267.15953369974045,156.74216270123006,423.90169640097054,0.1239562941553209,248.93289144002264,49.22750420645338,6.5951176318758575,141.1556872776484,35.3997392979087,-1.9852973786571821,43.183262331725935,9.188356548228509,-0.33261929618534614
47,Female,England,Domestic,Long-term,Smart,Standard,24,Quarterly,0,1.9903395198074616,0,5,0,3.0,11.0,4.0,0,1,422.92561108026,1,293.10693633113624,200.81797157429293,493.9249079054292,0.4048943695657218,277.8418327006677,56.89213178368335,8.62411247077199,145.0837783795923,59.83142001666967,-2.30063780398916,52.56554073254435,12.130080810351462,1.1306476688460947
56,Male,England,Domestic,Long-term,Standard,Economy 7,12,Monthly,0,2.7536300105971807,0,0,0,2.0,10.0,1.0,1,1,409.5908865592573,1,314.16305517226266,178.26497002466635,492.428025196929,0.2532759098969794,265.98739524881915,48.045055764916874,13.083409684779259,143.6034913104381,62.43591126210443,-8.577475658812766,45.77581142036369,11.233451650929537,1.240010111343677
63,Female,Scotland,Domestic,New,Smart,Economy 7,24,Quarterly,1,0.5971388675963996,0,0,0,4.0,7.0,5.0,0,0,377.1252887191753,1,239.39805576911544,125.1471337489395,364.5451895180549,-0.5331034370746979,246.40660520003894,68.70804825671706,7.663317254792585,130.7186835191364,42.77920408578119,-5.6576167333131755,41.520463413883434,11.021673110735994,0.5378691759345968
24,Female,England,Commercial,Long-term,Smart,Fixed,24,Monthly,0,1.938957301686885,0,2,1,6.0,6.0,3.0,0,0,426.92795582995655,1,226.24459545979303,230.8563682008166,457.1009636606096,0.2126372042220464,256.35458917418975,60.73861551380694,3.739611196253883,170.5733666557667,48.17553432156886,13.312250670456637,60.65482432762837,10.214185896084272,1.559988987632395
48,Male,Scotland,Domestic,Long-term,Standard,Standard,12,Quarterly,0,3.5396048313181967,1,0,2,8.0,7.0,1.0,1,1,414.9625925030816,1,296.17773498272754,199.70334548709224,495.88108046981984,0.202060183818142,256.96978594866147,43.37686426490969,7.223806999506722,157.99280655442,41.452983494789294,8.667051070170356,50.34580763368103,8.82109674862819,1.7146283189320892
26,Male,Wales,Commercial,Long-term,Smart,Business,24,Monthly,1,2.605592238881423,0,3,0,5.0,9.0,3.0,0,0,383.8017740068819,1,295.63280093081306,153.0429516248153,448.6757525556284,-0.1326179773475231,231.8739038669244,62.282415602387196,1.4698566812555809,151.9278701399575,32.77367135937896,6.247756505102138,61.42738173061269,12.955067621702913,0.2359996291331612
18,Male,England,Domestic,Long-term,Standard,Standard,24,Monthly,1,3.7242284442369726,1,1,0,3.0,9.0,4.0,0,1,408.55000960288106,1,344.2877475104701,150.52934460101665,494.8170921114868,0.0911749840968846,263.26500816668903,73.86348015717701,10.959740821659397,145.285001436192,62.94973034915624,-0.513446536631167,48.43942068504254,13.64480259351267,0.41787453050854495
31,Female,England,Domestic,Long-term,Standard,Economy 7,24,Quarterly,1,3.717288178287689,0,1,0,4.0,11.0,2.0,0,2,406.6879418972087,1,266.16965723882475,164.34880276955542,430.5184600083802,-0.0431238030141025,254.4108749128652,58.84350516409395,6.843202063335184,152.2770669843435,43.34222680307043,-0.2332841477229124,43.17808986583662,10.125727390480634,0.9041941326252989
44,Female,Scotland,Domestic,Long-term,Smart,Economy 7,36,Monthly,1,4.040262233324098,0,9,0,3.0,15.0,3.0,0,0,419.4859076561124,1,326.9778074680814,181.3724413531613,508.3502488212427,0.4303642658771976,270.2363934493182,75.42237236635638,11.739851786734086,149.24951420679426,40.688757700889404,8.969865145066821,46.87758346812348,10.221114091849268,1.6611733153732429
34,Male,England,Domestic,Long-term,Smart,Standard,24,Monthly,0,3.91718133997404,0,2,0,7.0,9.0,3.0,1,1,383.55323645252565,1,276.70669131429423,116.91541657470788,393.6221078890021,0.1118662661142625,244.84141855918526,50.57798927201132,13.51550219338958,138.71181789334042,44.128965395790296,-4.273364278493992,45.643591555600146,6.663356181027579,1.4325354616160746
46,Male,Scotland,Domestic,Long-term,Smart,Green,24,Monthly,1,0.5136866212614717,0,3,0,7.0,10.0,2.0,0,0,397.11130514580856,1,271.3545270916978,126.41291967363962,397.7674467653374,-0.0732416443972497,261.3194772660425,41.70603939432846,10.236235116400364,135.79182787976612,40.74625071338995,-10.247924271007378,53.47326766909385,7.714572415150656,1.576307628610658
59,Male,Scotland,Domestic,Long-term,Smart,Standard,24,Quarterly,0,-0.0836255558116128,1,2,0,4.0,3.0,6.0,0,2,404.61075500276456,1,285.7615912465405,113.55852138029364,399.32011262683415,-0.1564877443500419,255.5024082442184,57.11919884774884,3.586735093276683,149.1083467585461,43.6453852904788,-13.470920248452385,50.04855853533803,9.380042340939811,-0.45978767958448397
50,Female,England,Domestic,Long-term,Smart,Green,36,Quarterly,0,5.34874275274639,0,0,1,7.0,16.0,6.0,1,1,393.4237717897344,1,250.75610077891145,173.72132262617217,424.4774234050837,-0.0523350224297227,229.75993367570723,39.28274158597476,6.2981061180864,163.66383811402721,34.45551657107318,2.567404578116801,48.72183304546545,10.022143943041302,3.0450972427892866
23,Female,England,Domestic,New,Standard,Standard,24,Monthly,0,2.0490162106944703,1,1,0,4.0,5.0,3.0,0,3,383.4217725232429,1,277.4197804849726,109.9756061152478,387.3953866002204,0.2256858904661747,250.50140686073985,47.96435641595837,12.97132153538456,132.92036566250303,51.27305717105987,-11.331437344710542,48.234411347747766,6.422126291831586,0.3738505373711579
72,Female,England,Domestic,Long-term,Smart,Economy 7,12,Quarterly,0,5.4895276391514685,0,1,0,1.0,8.0,1.0,0,0,403.9925468451647,1,331.92153710570966,127.19475934100952,459.1162964467192,-0.0871285265119427,262.38207789597016,63.25629116811976,7.216194221304159,141.61046894919465,31.367049838264006,2.252940222778565,43.6295315772964,8.490259667488486,1.013426554200395
49,Male,Wales,Domestic,New,Smart,Green,24,Monthly,1,5.124475906239958,0,17,0,4.0,5.0,5.0,0,0,407.9157658357164,1,292.91964722304084,175.96146999564658,468.88111721868745,0.3033762543113739,249.25897489614866,39.709837491449264,9.02970897956323,158.6567909395678,67.39684487351087,14.098014648617983,53.53630226833992,9.464741515557641,1.9354456945051661
44,Male,England,Domestic,Long-term,Smart,Economy 7,24,Monthly,0,2.425609914082384,0,1,0,5.0,10.0,5.0,0,0,363.6428141338792,1,255.00057476252405,169.39060420843262,424.3911789709567,-0.1842850426759772,231.01491079055995,50.587594422030286,5.737585770104705,132.6279033433192,41.33918476053212,3.2491926966287834,41.638605955313764,9.20573095636251,0.2595710937896094
67,Female,England,Domestic,New,Smart,Standard,24,Monthly,1,4.353310299467548,1,2,2,3.0,7.0,2.0,0,1,418.27482017544565,1,264.5625678161476,193.43987744552464,458.0024452616722,0.2381387800898241,257.3141575442207,46.02949853304881,0.913966971918569,160.9606626312249,50.485756799308085,10.866524639749867,51.67710308865248,11.329682389024011,2.0879827981327694
75,Male,Wales,Domestic,Long-term,Smart,Green,24,Monthly,1,2.523534298507808,0,8,1,7.0,7.0,0.0,0,2,404.62567637753006,1,262.94092197401886,183.5354335925248,446.4763555665437,-0.2537648779466789,232.26967833669877,47.89712886399418,-5.714296854827327,172.3559980408313,41.52510643577967,1.4702738686594563,52.19864588600637,9.658981783244872,-1.274037985593195
58,Male,England,Domestic,New,Smart,Standard,12,Monthly,0,3.127623887956134,1,0,1,5.0,9.0,3.0,0,0,404.5946754502145,1,268.6647569960044,191.2326751842281,459.8974321802325,0.0826412712171171,252.27659827412933,45.262274488236535,10.318559573209653,152.31807717608513,41.307564141484406,-0.9993340800565936,48.2572274071266,7.697935881138102,1.731287853822783
23,Male,England,Domestic,New,Smart,Economy 7,12,Monthly,0,5.870270013651652,1,0,0,3.0,11.0,4.0,0,0,427.09737944711947,1,360.922435199433,147.17198014421925,508.09441534365226,0.1125298740271792,273.72190587384426,71.63079481683259,26.727514916780912,153.37547357327526,44.1984386840475,0.1725478836176199,46.222443671065804,12.86266555349633,4.180154437290961
85,Female,Wales,Domestic,New,Smart,Green,36,Quarterly,0,0.7460688543821155,0,1,0,3.0,10.0,0.0,0,1,425.08358449317535,1,326.24668707524,134.39719921125,460.64388628649,-0.0897790541867123,260.38648911153996,65.29338405334549,17.740536531739462,164.6970953816354,55.601685225649916,-6.843376598217815,55.634314867187335,12.912840717400899,2.466475391137679
37,Male,England,Commercial,Long-term,Standard,Business,36,Monthly,2,-0.6319082862795087,1,0,0,9.0,9.0,2.0,0,1,422.1125616043608,1,275.8582868290641,194.2114524841137,470.0697393131778,0.168846800837926,262.52381569988603,38.0660136539999,0.6211011474466194,159.58874590447476,38.11097104427814,3.7954139642831577,66.9161941470009,10.9067003155654,1.1102740919894438
53,Male,England,Domestic,Long-term,Standard,Standard,12,Quarterly,1,7.304722434237536,1,1,1,5.0,8.0,1.0,0,1,394.56500963270827,1,243.09805059533565,161.95655700855949,405.0546076038952,0.0640579514985232,241.10509565312512,41.83559436546555,5.175761172489235,153.45991397958312,55.205562419321524,-7.845214473279304,46.653904916266804,10.199299793839618,-0.9125154975895281
21,Female,England,Domestic,Long-term,Standard,Green,12,Monthly,0,1.29097894148599,0,1,0,9.0,6.0,3.0,0,1,424.5537502878663,1,326.8003826071239,189.3418846913301,516.142267298454,0.2487327391894415,266.348476491638,62.826453792993185,12.971996062487795,158.20527379622817,46.59733766162833,-4.21506999837695,58.19491101324854,13.11108762226372,2.5996962343173204
73,Female,England,Commercial,Long-term,Standard,Fixed,24,Monthly,0,2.138929142974604,0,2,0,5.0,9.0,1.0,0,0,368.1982840954559,1,247.8284543834142,146.62215414054447,394.4506085239586,0.5824313133562816,221.38803246330977,58.119740531968375,9.100814408656241,146.81025163214608,40.918100591191724,2.380597664530542,51.55407977193766,12.031956036503889,1.8901855947219288
74,Male,England,Domestic,Long-term,Standard,Green,12,Quarterly,1,-1.4601877063107973,0,1,0,3.0,9.0,3.0,1,0,371.3737697369656,1,279.96293367268123,196.1745820009504,476.1375156736317,0.2320196157570683,215.6994636063481,65.63298203148577,7.096450161561467,155.6743061306175,46.73133773816461,9.043757228466962,44.56032234803309,8.935145342424553,1.4925634446228904
68,Female,England,Domestic,Long-term,Smart,Economy 7,24,Monthly,0,0.6469402837588583,1,2,1,6.0,3.0,1.0,0,1,410.786116416231,1,311.0090039167169,221.131962046559,532.1409659632759,-0.1267482023676782,253.67747086621773,59.97743503028647,0.8237684633997007,157.10864555001334,60.443575289905866,6.328775840886286,43.82340783560395,8.621876374652942,-0.1596085822068412
18,Female,Wales,Commercial,New,Standard,Fixed,36,Monthly,0,2.2745283490790955,1,1,1,2.0,7.0,3.0,1,1,391.1416528081251,1,222.44155910847095,167.7545075308152,390.1960666392862,0.5751746462414558,238.17724243184884,41.752955518550756,0.5011134444899003,152.96441037627616,46.957920652744036,12.407325079896475,56.521813212116996,9.998207992331235,0.9012341230911787
